"label","labelOO","labelCi"
"#iorestoacasamascopro lo straordinario corredo di una tomba","Sede di Museo archeologico dell'antica Capua e Mitreo","Santa Maria Capua Vetere"
"#iorestoacasa. In ricordo di Giovanni Lilliu","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#SoprintendenzAperta - Sant'Agostino in Campo Marzio","Sede di Ministero della cultura","Roma"
"#iorestoacasa ma scopro il teatro grazie al #Mibact","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro una nuova interessante lettura","Sede di Museo archeologico dell'antica Capua e Mitreo","Santa Maria Capua Vetere"
"#iorestoacasa. I corredi funerari di Tuvixeddu","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa ma celebro la giornata del papà!","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa ma proseguo la conoscenza della Necropoli di Tuvixeddu","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa. Le terrecotte dalla laguna di Santa Gilla","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa. I tesori rinvenuti dalla laguna di Santa Gilla","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa. A spasso tra le statue della Cagliari romana","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#tiraccontodacasa - Contest di scrittura per racconti brevi e pensieri","Sede di Ministero della cultura","Roma"
"#LEGGIAMOUNASTORIA","Sede di Ministero della cultura","Milano"
"#iorestoacasa... Con un inconsueto ""Pesce d'aprile""","Sede di Biblioteca Universitaria di Cagliari","Cagliari"
"#iorestoacasa ma scopro...i segreti di Diefenbach alla Certosa di San Giacomo a Capri!","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro...antiche storie alla Certosa di San Giacomo!","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro...storie dipinte alla Certosa di San Giacomo!","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro...arti preziose alla Certosa di San Giacomo!","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro...la Sala dei fiamminghi a Palazzo Reale!","Sede di Palazzo Reale di Napoli","Napoli"
"#unparcodistorie - Parco archeologico dei Campi Flegrei","Sede di Parco archeologico dei Campi Flegrei - Museo archeologico dei Campi Flegrei nel Castello di Baia","Bacoli"
"#iorestoacasa ma scopro...sorprese di luce alla Certosa di San Martino!","Sede di Certosa e Museo di San Martino","Napoli"
"#iorestoacasa ma #laculturanonsiferma","Sede di Ministero della cultura","Caserta"
"#iorestoacasa. Il vestiario di Giuseppe Garibaldi","Sede di Compendio garibaldino di Caprera","Sassari"
"#iorestoacasa ma scopro... il backstage del museo!","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#iorestoacasa ma scopro... Capri con Diefenbach","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro il corredo della Tomba 1507","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#SoprintendenzAperta - Chiesa di Sant'Ivo alla Sapienza","Sede di Ministero della cultura","Roma"
"#iorestoacasa ma scopro... l'arte di Diefenbach","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro la transenna con scena di costruzione dell’Anfiteatro, esposta nel Museo dei Gladiatori","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro... la musica mistica di Diefenbach","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro... i simboli della pittura di Diefenbach","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro... la scrittura etrusca con il Virtual archeo lab!","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#LACULTURANONSIFERMA #PUGLIA  Bari, Ex complesso monastico di Santa Scolastica","Sede di Ministero della cultura","Bari"
"#iorestoacasa: ci vediamo su facebook","Sede di Soprintendenza Archivistica e Bibliografica della Puglia","Bari"
"#iorestoacasa ma scopro...sui passi di Murat a Palazzo Reale!","Sede di Palazzo Reale di Napoli","Napoli"
"#iorestoacasa. Alla scoperta de ""Le Origini di Numana"" ","Sede di Antiquarium statale di Numana","Numana"
"#iorestoacasa. Raccontami Turris","Sede di Museo archeologico nazionale Antiquarium Turritano e area archeologica","Porto Torres"
"#iorestoacasa. Giornata Mondiale per la Consapevolezza sull’Autismo","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa ma scopro... il 1 aprile alla Certosa","Sede di Certosa e Museo di San Martino","Napoli"
"#SoprintendenzAperta / Basilica di Santa Maria degli Angeli e dei Martiri","Sede di Ministero della cultura","Roma"
"#iorestoacasa ma ricordo la giornata dedicata all’autismo","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma Tutti gli aggiornamenti sulle nuove pagine del Mibact","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa Le ricette del venerdì in Archivio di Stato di Vercelli","Sede di Archivio di Stato di Vercelli","Vercelli"
"#iorestoacasa Villa Manin","Sede di Azienda speciale ""Villa Manin""","Codroipo"
"#laculturanonsiferma - Società internazionale per la pace e l'arbitrato di Perugia","Sede di Archivio di Stato di Perugia","Perugia"
"#iorestoacasa... E scopro il più celebre trattato di agricoltura del Medioevo italiano","Sede di Biblioteca Universitaria di Cagliari","Cagliari"
"#iorestoacasa. Virtual tour al Museo archeologico nazionale di Cagliari","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa ma scopro... antichi amuleti","Sede di Museo archeologico dell'Agro atellano","Succivo"
"#iorestoacasa ma scopro... status symbol dell'antichità!","Sede di Museo archeologico dell'antica Allifae","Alife"
"#iorestoacasa ma scopro... gioielli antichi al Museo di Teano","Sede di Museo archeologico di Teanum Sidicinum","Teano"
"#iorestoacasa. Alla scoperta de ""Le Origini di Numana"" 3a parte","Sede di Antiquarium statale di Numana","Numana"
"#IoVadoAlMuseo: ingresso gratuito all’Opificio delle Pietre Dure di Firenze ","Sede di Museo dell'Opificio delle Pietre Dure","Firenze"
"#iorestoacasa Un saluto alla città di Milano","Sede di Archivio di Stato di Modena","Modena"
"#iorestoacasa ma scopro... le collezioni del Museo storico archeologico di Nola","Sede di Museo storico archeologico di Nola","Nola"
"#iorestoacasa ma scopro...le stanze segrete della Regina!","Sede di Palazzo Reale di Napoli","Napoli"
"#iorestoacasa.Picoolipassialmuseo","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#iorestoacasa. Picololipassialmuseo. Facciamo il pane…come i primitivi!","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#iorestoacasa ma scopro... il santuario settentrionale di Pontecagnano","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#iorestoacasa ma scopro...dipinti esplosivi alla Certosa San Martino!","Sede di Certosa e Museo di San Martino","Napoli"
"#iorestoacasa ma scopro...antichi ""misteri"" alla Crypta Neapolitana!","Sede di Parco e Tomba di Virgilio","Napoli"
"#SoprintendenzAperta / Video-racconto di Villa di Livia","Sede di Ministero della cultura","Roma"
"#iorestoacasa..ma scopro un Porto antico!","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro...voci dipinte a Palazzo Reale!","Sede di Palazzo Reale di Napoli","Napoli"
"#iorestoacasa Museo Hendrik Christian Andersen","Sede di Museo Hendrik Christian Andersen","Roma"
"#lartetisomiglia Riproducete i nostri capolavori","Sede di Museo archeologico dell'antica Capua e Mitreo","Santa Maria Capua Vetere"
"#laculturanonsiferma Leggiamo il fumetto Tutti Santi","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#Museichiusimuseiaperti Scopri l'audio tour con la nostra app","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#orestoacasa Rocca di Gradara - Museo","Sede di Rocca demaniale di Gradara","Gradara"
"#iorestoacasa...per sfogliare un suggestivo album di cartoline del passato","Sede di Biblioteca Universitaria di Cagliari","Cagliari"
"#iorestoacasa: Le storie nella Storia ""La mappa Tiroli""","Sede di Archivio di Stato di Perugia","Perugia"
"#iorestoacasa. Alla scoperta de ""Le origini di Numana"" terza parte","Sede di Antiquarium statale di Numana","Numana"
"#iorestoacasa ma scopro...sorprese vulcaniche!","Sede di Certosa e Museo di San Martino","Napoli"
"#iorestoacasa ma scopro... storie di carta alla Certosa di San Martino!","Sede di Certosa e Museo di San Martino","Napoli"
"#iorestoacasa ma scopro... gli affreschi della Certosa di San Giacomo","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa. #vetrineaperte dal Museo archeologico nazionale di Cagliari","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#lartetisomiglia al Museo archeologico di Calatia","Sede di Museo archeologico di Calatia","Maddaloni"
"#RitornaArtYouReady al Museo archeologico di Calatia!","Sede di Museo archeologico di Calatia","Maddaloni"
"#SoprintendenzAperta / #Storiedarte","Sede di Ministero della cultura","Roma"
"#MNRconTEkids giorno 28","Sede di Museo nazionale romano - Palazzo Altemps","Roma"
"#laculturanonsiferma: anche l’Istituto Centrale per il Patrimonio Immateriale (ICPI) aderisce all’iniziativa del MIBACT","Sede di Ministero della cultura","Roma"
"#iorestoacasa. #NomiCoseNeiMusei","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#iorestoacasa ma scopro...cos'erano le grange!","Sede di Certosa e Museo di San Martino","Napoli"
"#latutelanonsiferma - Raccolta di informazioni su archivi e biblioteche vigilate","Sede di Ministero della cultura","Roma"
"#TutelaInPillole con la serie #TipiDiArchivio/1","Sede di Ministero della cultura","Roma"
"#lartetisomiglia al Museo archeologico di Pontecagnano","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#Raffaello2020 al Museo archeologico della Valle del Sarno","Sede di Museo archeologico nazionale della Valle del Sarno","Sarno"
"#iorestoacasa ma scopro le meraviglie di S. Maria C. V.","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro che col #Mibact e' tutta un'altra musica","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#lartetisomiglia Guardate le vostre interpretazioni su #FastiOnline","Sede di Museo archeologico dell'antica Capua e Mitreo","Santa Maria Capua Vetere"
"#palazzograssiatyours Laboratori per tutti","Sede di Ministero della cultura","Venezia"
"#laculturanonsiferma!   La pestilenza a Foligno","Sede di Archivio di Stato di Perugia. Sezione di Foligno","Foligno"
"#iorestoacasa. #Curiosità archeologiche…","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#Raffaello2020 al Museo archeologico di Pontecagnano","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#iorestoacasa ma scopro...il dettaglio misterioso al Museo NaN..che opera sarà?","Sede di Castel Sant'Elmo e Museo del Novecento a Napoli","Napoli"
"#pillole di resilienza","Sede di Palazzo Arese-Litta","Milano"
"#iorestoacasa ma scopro...pesce d'aprile al Museo NaN","Sede di Castel Sant'Elmo e Museo del Novecento a Napoli","Napoli"
"#MNRconTEkids giorno 30: completa il sarcofago","Sede di Museo nazionale romano - Palazzo Altemps","Roma"
"#iorestoacasa. Tour virtuale alla scoperta della Cagliari romana","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa Uno sguardo al Museo Nazionale di Ravenna","Sede di Museo nazionale di Ravenna","Ravenna"
"#SoprintendenzAperta - Archeologia Rewind","Sede di Ministero della cultura","Roma"
"#iorestoacasa. L'Altro visto da Roma: la scoperta dell'Oriente. L'Atlante della Cina di Michele Ruggieri","Sede di Archivio di Stato di Roma","Roma"
"#iorestoacasa. Le storie nella Storia: ""Web Archiving: la conservazione dei siti web della Soprintendenza""","Sede di Archivio di Stato di Perugia","Perugia"
"#iorestoacasa. Alla scoperta del Museo","Sede di Museo archeologico nazionale ""G. Asproni""","Nuoro"
"#iorestoacasa. #unquadroalgiorno con la Pinacoteca nazionale di Sassari","Sede di Pinacoteca nazionale di Sassari","Sassari"
"#laculturanonsiferma - Il Piemonte nei disegni","Sede di Ministero della cultura","Torino"
"#SoprintendenzAperta - Casa Bellezza","Sede di Ministero della cultura","Roma"
"#iorestoacasa ma scopro i fumetti digitali","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro i #luoghidellacultura della #Direzioneregionalemuseidellacampania","Sede di Museo archeologico dell'antica Capua e Mitreo","Santa Maria Capua Vetere"
"#iorestoacasa ma scopro la buona musica","Sede di Anfiteatro campano","Santa Maria Capua Vetere"
"#laculturanonsiferma!  ""Turris campane populi""","Sede di Archivio di Stato di Perugia","Perugia"
"#iorestoacasa. “Le stanze restano,/e anche la casa,/le pareti, i pavimenti delle nostre parole”. (Marco Lazzarotto Muratori, La casa della memoria)","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#iorestoacasa. Picnic di pasquetta con ricette dall’antichità.","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#laculturanonsiferma; #iorestoacasa: Storie dal Patrimonio - 1. La professione medica nella Aesernia imperiale","Sede di Ministero della cultura","Roma"
"#iorestoacasa. Le epigrafi della Cagliari romana","Sede di Museo archeologico nazionale di Cagliari","Cagliari"
"#iorestoacasa. L’uovo archeologico","Sede di Museo archeologico nazionale delle Marche","Ancona"
"#iorestoacasa ma scopro... Un antico antifonario","Sede di Certosa e Museo di San Martino","Napoli"
"#iorestoacasa ma scopro... I copricapo militari ai tempi di Ferdinando II di Borbone","Sede di Certosa e Museo di San Martino","Napoli"
"#iorestoacasa ma scopro...il Map che non conosci!","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#iorestoacasa ma scopro...archeo virtual lab!","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#iorestoacasa ma scopro... I giardini della Certosa","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro...dietro le quinte di una mostra al MAP!","Sede di Museo archeologico nazionale di Pontecagnano e Parco archeologico di Pontecagnano","Pontecagnano Faiano"
"#iorestoacasa ma scopro...aggiusti ad arte a Palazzo Reale!","Sede di Palazzo Reale di Napoli","Napoli"
"#iorestoacasa ma scopro...la Cappella Palatina a Palazzo Reale!","Sede di Palazzo Reale di Napoli","Napoli"
"#SoprintendenzAperta - ""Andata al Calvario"", restaurato un piccolo gioiello del Cinquecento romano","Sede di Ministero della cultura","Roma"
"#iorestoacasa ma scopro...il Restauro del Polittico di Antonio Vivarini","Sede di Istituto Centrale per il Restauro","Roma"
"#iorestoacasa ma scopro...il restauro degli elmi islamici del Museo Stibbert","Sede di Istituto Centrale per il Restauro","Roma"
"#iorestoacasa ma scopro...il restauro di due vetrate della Basilica di San Francesco ad Assisi","Sede di Istituto Centrale per il Restauro","Roma"
"#iorestoacasa ma scopro...Gli occhi dell'arte!","Sede di Certosa di San Giacomo","Capri"
"#iorestoacasa ma scopro... Gli occhi dell'arte","Sede di Museo archeologico dell'antica Allifae","Alife"
"#iorestoacasa ma scopro... Gli occhi dell'arte","Sede di Museo storico archeologico di Nola","Nola"
"#iorestoacasa ma scopro... Gli occhi dell'arte","Sede di Museo archeologico dell'Agro atellano","Succivo"
"#iorestoacasa ma scopro... Gli occhi dell'arte","Sede di Museo archeologico di Teanum Sidicinum","Teano"
"#iorestoacasa ma scopro... Gli occhi dell'arte","Sede di Parco e Tomba di Virgilio","Napoli"
"#iorestoacasa...con l'Archivio di Stato di Genova - 'Accordi internazionali'","Sede di Archivio di Stato di Genova","Genova"
"#iorestoacasa...con l'Archivio di Stato di Genova - 'I Genovesi e la Terrasanta'","Sede di Archivio di Stato di Genova","Genova"
"#iorestoacasa Pasqua al MANN 2020","Sede di Museo archeologico nazionale di Napoli","Napoli"
"#iorestoacasa. “Tutte le strade portano a Roma”: percorsi e itinerari verso la Città eterna. L'Appia","Sede di Archivio di Stato di Roma","Roma"
"#laculturanonsiferma ""Assisi e la Rocca Paida","Sede di Archivio di Stato di Perugia. Sezione di Assisi","Assisi"
"#MNRconTEkids giorno 36: facciamo un gioco dei Romani ","Sede di Museo nazionale romano - Terme di Diocleziano","Roma"
"#TipiDiArchivio/2 #GliArchiviDiPersona","Sede di Ministero della cultura","Roma"
"#iorestoacasaperte - Il meglio del Napoli Teatro Festival Italia","Sede di Ministero della cultura","Napoli"
"#iorestoacasa Pompei. I nuovi scavi nel racconto del Direttore Massimo Osanna, in un tour virtuale esclusivo","Sede di Parco archeologico di Pompei - Area archeologica di Pompei","Pompei"
"#LACULTURANONSIFERMA #PUGLIA Ginosa (Ta) - Castello","Sede di Museo Storico e il Parco del Castello di Miramare","Trieste"
